time,y,x,spatial_ref,B04
2021-01-11 10:23:09.024,2524325.0,4211915.0,3035,16
2021-01-14 10:33:09.024,2524325.0,4211915.0,3035,1
2021-01-16 10:23:51.024,2524325.0,4211915.0,3035,458
2021-01-19 10:33:51.024,2524325.0,4211915.0,3035,26
2021-01-24 10:32:29.024,2524325.0,4211915.0,3035,4384
2021-01-26 10:23:11.024,2524325.0,4211915.0,3035,1
2021-01-29 10:33:01.024,2524325.0,4211915.0,3035,2362
2021-01-31 10:21:49.024,2524325.0,4211915.0,3035,209
2021-02-08 10:32:01.024,2524325.0,4211915.0,3035,1
2021-02-15 10:21:21.024,2524325.0,4211915.0,3035,30
2021-02-23 10:29:29.024,2524325.0,4211915.0,3035,430
2021-02-25 10:20:21.024,2524325.0,4211915.0,3035,208
2021-02-28 10:30:21.024,2524325.0,4211915.0,3035,116
2021-03-02 10:18:39.025,2524325.0,4211915.0,3035,74
2021-03-05 10:28:09.024,2524325.0,4211915.0,3035,235
2021-03-07 10:20:21.024,2524325.0,4211915.0,3035,128
2021-03-10 10:30:21.024,2524325.0,4211915.0,3035,220
2021-03-15 10:27:09.024,2524325.0,4211915.0,3035,96
2021-03-17 10:20:21.024,2524325.0,4211915.0,3035,1122
2021-03-20 10:30:21.024,2524325.0,4211915.0,3035,105
2021-03-22 10:16:49.024,2524325.0,4211915.0,3035,33
2021-03-25 10:26:39.024,2524325.0,4211915.0,3035,313
2021-03-27 10:20:21.024,2524325.0,4211915.0,3035,9816
2021-03-30 10:30:21.024,2524325.0,4211915.0,3035,122
2021-04-01 10:15:59.024,2524325.0,4211915.0,3035,177
2021-04-04 10:25:59.024,2524325.0,4211915.0,3035,63
2021-04-06 10:20:21.025,2524325.0,4211915.0,3035,97
2021-04-09 10:30:21.024,2524325.0,4211915.0,3035,1030
2021-04-14 10:25:59.024,2524325.0,4211915.0,3035,98
2021-04-16 10:20:21.024,2524325.0,4211915.0,3035,361
2021-04-19 10:30:21.024,2524325.0,4211915.0,3035,419
2021-04-24 10:25:49.024,2524325.0,4211915.0,3035,279
2021-05-06 10:20:21.024,2524325.0,4211915.0,3035,1894
2021-05-14 10:25:59.025,2524325.0,4211915.0,3035,108
2021-05-19 10:30:21.024,2524325.0,4211915.0,3035,573
2021-05-21 10:15:59.024,2524325.0,4211915.0,3035,243
2021-05-26 10:20:21.024,2524325.0,4211915.0,3035,126
2021-05-29 10:30:21.024,2524325.0,4211915.0,3035,287
2021-05-31 10:15:59.024,2524325.0,4211915.0,3035,116
2021-06-03 10:25:59.024,2524325.0,4211915.0,3035,101
2021-06-05 10:20:21.024,2524325.0,4211915.0,3035,2236
2021-06-08 10:30:21.024,2524325.0,4211915.0,3035,1796
2021-06-10 10:15:59.024,2524325.0,4211915.0,3035,59
2021-06-13 10:25:59.024,2524325.0,4211915.0,3035,820
2021-06-15 10:20:21.024,2524325.0,4211915.0,3035,2162
2021-06-18 10:30:21.024,2524325.0,4211915.0,3035,281
2021-06-23 10:25:59.024,2524325.0,4211915.0,3035,1058
2021-06-25 10:20:21.024,2524325.0,4211915.0,3035,8
2021-06-30 10:15:59.024,2524325.0,4211915.0,3035,118
2021-07-05 10:20:31.024,2524325.0,4211915.0,3035,112
2021-07-08 10:30:31.024,2524325.0,4211915.0,3035,937
2021-07-10 10:15:59.024,2524325.0,4211915.0,3035,157
2021-07-13 10:25:59.024,2524325.0,4211915.0,3035,4808
2021-07-18 10:30:31.024,2524325.0,4211915.0,3035,462
2021-07-20 10:15:59.024,2524325.0,4211915.0,3035,157
2021-07-23 10:25:59.024,2524325.0,4211915.0,3035,271
2021-07-25 10:20:31.024,2524325.0,4211915.0,3035,957
2021-08-02 10:25:59.024,2524325.0,4211915.0,3035,85
2021-08-09 10:15:59.024,2524325.0,4211915.0,3035,218
2021-08-12 10:25:59.025,2524325.0,4211915.0,3035,331
2021-08-14 10:20:31.024,2524325.0,4211915.0,3035,66
2021-08-17 10:30:21.024,2524325.0,4211915.0,3035,208
2021-08-19 10:15:59.024,2524325.0,4211915.0,3035,2040
2021-08-24 10:20:31.024,2524325.0,4211915.0,3035,37
2021-08-27 10:30:21.024,2524325.0,4211915.0,3035,182
2021-08-29 10:15:59.024,2524325.0,4211915.0,3035,14
2021-09-01 10:25:59.024,2524325.0,4211915.0,3035,48
2021-09-03 10:20:21.024,2524325.0,4211915.0,3035,137
2021-09-06 10:30:21.024,2524325.0,4211915.0,3035,121
2021-09-08 10:15:59.025,2524325.0,4211915.0,3035,8112
2021-09-11 10:25:59.024,2524325.0,4211915.0,3035,85
2021-09-13 10:20:21.025,2524325.0,4211915.0,3035,226
2021-09-18 10:16:39.024,2524325.0,4211915.0,3035,379
2021-09-21 10:26:39.024,2524325.0,4211915.0,3035,49
2021-09-23 10:20:31.025,2524325.0,4211915.0,3035,3274
2021-09-28 10:17:19.024,2524325.0,4211915.0,3035,568
2021-10-01 10:27:39.024,2524325.0,4211915.0,3035,1304
2021-10-06 10:29:21.024,2524325.0,4211915.0,3035,23
2021-10-08 10:18:29.024,2524325.0,4211915.0,3035,4640
2021-10-11 10:28:49.024,2524325.0,4211915.0,3035,218
2021-10-13 10:19:51.024,2524325.0,4211915.0,3035,24
2021-11-10 10:31:49.024,2524325.0,4211915.0,3035,163
2021-11-20 10:32:39.024,2524325.0,4211915.0,3035,1160
2021-11-27 10:22:59.024,2524325.0,4211915.0,3035,13984
2021-11-30 10:33:09.024,2524325.0,4211915.0,3035,1
2021-12-02 10:24:01.024,2524325.0,4211915.0,3035,1
2021-12-05 10:34:21.024,2524325.0,4211915.0,3035,1
2021-12-07 10:23:19.025,2524325.0,4211915.0,3035,1
2021-12-12 10:24:31.024,2524325.0,4211915.0,3035,16
2021-12-17 10:23:29.024,2524325.0,4211915.0,3035,1
2021-12-20 10:33:39.024,2524325.0,4211915.0,3035,1
2021-12-22 10:24:41.024,2524325.0,4211915.0,3035,1015
2022-01-01 10:24:31.024,2524325.0,4211915.0,3035,1
2022-01-06 10:23:19.024,2524325.0,4211915.0,3035,1
2022-01-09 10:33:19.024,2524325.0,4211915.0,3035,1
2022-01-11 10:24:11.024,2524325.0,4211915.0,3035,1
2022-01-14 10:34:01.024,2524325.0,4211915.0,3035,1
2022-01-16 10:22:49.024,2524325.0,4211915.0,3035,1
2022-01-19 10:32:49.024,2524325.0,4211915.0,3035,126
2022-01-21 10:23:31.024,2524325.0,4211915.0,3035,1
2022-01-24 10:33:31.024,2524325.0,4211915.0,3035,98
2022-01-26 10:22:09.024,2524325.0,4211915.0,3035,6552
2022-01-29 10:31:59.024,2524325.0,4211915.0,3035,1062
2022-01-31 10:22:51.025,2524325.0,4211915.0,3035,1419
2022-02-03 10:32:31.024,2524325.0,4211915.0,3035,1170
2022-02-05 10:21:19.024,2524325.0,4211915.0,3035,1057
2022-02-08 10:31:09.024,2524325.0,4211915.0,3035,1005
2022-02-10 10:21:51.024,2524325.0,4211915.0,3035,1021
2022-02-13 10:31:31.024,2524325.0,4211915.0,3035,1068
2022-02-18 10:29:49.024,2524325.0,4211915.0,3035,9168
2022-02-20 10:20:51.024,2524325.0,4211915.0,3035,1039
2022-02-23 10:30:31.024,2524325.0,4211915.0,3035,1001
2022-02-25 10:19:09.024,2524325.0,4211915.0,3035,2390
2022-02-28 10:28:49.024,2524325.0,4211915.0,3035,1035
2022-03-02 10:19:41.024,2524325.0,4211915.0,3035,1168
2022-03-05 10:29:21.024,2524325.0,4211915.0,3035,1390
2022-03-07 10:17:59.024,2524325.0,4211915.0,3035,1091
2022-03-10 10:27:39.025,2524325.0,4211915.0,3035,1074
2022-03-20 10:26:39.024,2524325.0,4211915.0,3035,1148
2022-03-22 10:17:11.024,2524325.0,4211915.0,3035,1202
2022-03-25 10:26:51.024,2524325.0,4211915.0,3035,1195
2022-03-27 10:16:29.024,2524325.0,4211915.0,3035,1177
2022-04-01 10:16:01.024,2524325.0,4211915.0,3035,1558
2022-04-04 10:26:01.024,2524325.0,4211915.0,3035,9080
2022-04-06 10:15:59.025,2524325.0,4211915.0,3035,1234
2022-04-09 10:25:59.024,2524325.0,4211915.0,3035,8440
2022-04-11 10:16:01.024,2524325.0,4211915.0,3035,1056
2022-04-14 10:26:01.024,2524325.0,4211915.0,3035,1111
2022-04-16 10:15:59.024,2524325.0,4211915.0,3035,1083
2022-04-19 10:25:59.024,2524325.0,4211915.0,3035,1081
2022-04-29 10:25:49.024,2524325.0,4211915.0,3035,1552
2022-05-01 10:16:01.024,2524325.0,4211915.0,3035,1083
2022-05-09 10:25:59.024,2524325.0,4211915.0,3035,2124
2022-05-11 10:16:01.024,2524325.0,4211915.0,3035,1181
2022-05-14 10:26:01.025,2524325.0,4211915.0,3035,1162
2022-05-16 10:15:59.024,2524325.0,4211915.0,3035,1281
2022-05-19 10:25:59.024,2524325.0,4211915.0,3035,1326
2022-05-26 10:15:59.024,2524325.0,4211915.0,3035,1109
2022-06-10 10:16:11.024,2524325.0,4211915.0,3035,1213
2022-06-13 10:30:31.024,2524325.0,4211915.0,3035,1295
2022-06-18 10:25:59.024,2524325.0,4211915.0,3035,1209
2022-06-20 10:20:41.025,2524325.0,4211915.0,3035,1141
2022-06-23 10:30:31.024,2524325.0,4211915.0,3035,1952
2022-06-25 10:15:59.024,2524325.0,4211915.0,3035,1054
2022-06-30 10:20:41.025,2524325.0,4211915.0,3035,2016
2022-07-03 10:26:11.024,2524325.0,4211915.0,3035,1820
2022-07-05 10:15:59.024,2524325.0,4211915.0,3035,1171
2022-07-08 10:25:59.025,2524325.0,4211915.0,3035,1010
2022-07-10 10:16:11.032,2524325.0,4211915.0,3035,1107
2022-07-13 10:30:41.024,2524325.0,4211915.0,3035,1124
2022-07-15 10:15:59.033,2524325.0,4211915.0,3035,1099
2022-07-18 10:25:59.024,2524325.0,4211915.0,3035,1116
2022-07-20 10:16:11.024,2524325.0,4211915.0,3035,1162
2022-07-23 10:26:11.024,2524325.0,4211915.0,3035,9032
2022-07-25 10:15:59.024,2524325.0,4211915.0,3035,1173
2022-07-28 10:25:59.024,2524325.0,4211915.0,3035,1546
2022-07-30 10:16:11.024,2524325.0,4211915.0,3035,1133
2022-08-02 10:26:11.024,2524325.0,4211915.0,3035,1486
2022-08-04 10:15:59.024,2524325.0,4211915.0,3035,1114
2022-08-07 10:25:59.024,2524325.0,4211915.0,3035,1149
2022-08-09 10:20:41.024,2524325.0,4211915.0,3035,1141
2022-08-12 10:30:31.024,2524325.0,4211915.0,3035,1580
2022-08-22 10:26:11.024,2524325.0,4211915.0,3035,1180
2022-08-24 10:15:59.024,2524325.0,4211915.0,3035,1121
2022-08-27 10:25:59.024,2524325.0,4211915.0,3035,1154
2022-09-01 10:26:11.024,2524325.0,4211915.0,3035,1210
2022-09-06 10:25:59.025,2524325.0,4211915.0,3035,1174
2022-09-08 10:20:31.024,2524325.0,4211915.0,3035,1110
2022-09-11 10:26:21.024,2524325.0,4211915.0,3035,1097
2022-09-13 10:16:29.024,2524325.0,4211915.0,3035,1095
2022-09-16 10:26:39.025,2524325.0,4211915.0,3035,1046
2022-09-18 10:17:01.024,2524325.0,4211915.0,3035,1009
2022-09-26 10:27:09.024,2524325.0,4211915.0,3035,1019
2022-10-01 10:28:41.024,2524325.0,4211915.0,3035,3282
2022-10-03 10:17:49.024,2524325.0,4211915.0,3035,1008
2022-10-06 10:29:49.024,2524325.0,4211915.0,3035,1272
2022-10-08 10:19:31.024,2524325.0,4211915.0,3035,2830
2022-10-11 10:29:51.025,2524325.0,4211915.0,3035,2798
2022-10-16 10:29:19.024,2524325.0,4211915.0,3035,2696
2022-10-18 10:20:31.024,2524325.0,4211915.0,3035,1059
2022-10-26 10:30:29.024,2524325.0,4211915.0,3035,1137
2022-10-28 10:21:31.024,2524325.0,4211915.0,3035,1110
2022-10-31 10:31:51.024,2524325.0,4211915.0,3035,2596
2022-11-05 10:31:19.024,2524325.0,4211915.0,3035,1006
2022-11-10 10:32:51.024,2524325.0,4211915.0,3035,1022
2022-11-17 10:23:11.024,2524325.0,4211915.0,3035,1002
2022-11-20 10:33:31.024,2524325.0,4211915.0,3035,991
2022-11-25 10:32:59.024,2524325.0,4211915.0,3035,1054
2022-11-27 10:23:51.024,2524325.0,4211915.0,3035,1034
2022-11-30 10:34:11.024,2524325.0,4211915.0,3035,10208
2022-12-07 10:24:11.024,2524325.0,4211915.0,3035,966
2022-12-10 10:34:31.024,2524325.0,4211915.0,3035,966
2022-12-17 10:24:31.024,2524325.0,4211915.0,3035,976
2022-12-22 10:23:39.024,2524325.0,4211915.0,3035,934
2022-12-27 10:24:31.024,2524325.0,4211915.0,3035,951
2022-12-30 10:34:31.025,2524325.0,4211915.0,3035,8600
2023-01-04 10:33:29.024,2524325.0,4211915.0,3035,930
2023-01-06 10:24:11.024,2524325.0,4211915.0,3035,8968
2023-01-09 10:34:21.024,2524325.0,4211915.0,3035,963
2023-01-14 10:33:09.024,2524325.0,4211915.0,3035,1204
2023-01-19 10:33:41.024,2524325.0,4211915.0,3035,6324
2023-01-21 10:22:39.024,2524325.0,4211915.0,3035,1468
2023-01-26 10:23:11.024,2524325.0,4211915.0,3035,3172
2023-01-31 10:21:49.024,2524325.0,4211915.0,3035,1072
2023-02-03 10:31:39.024,2524325.0,4211915.0,3035,1081
2023-02-05 10:22:21.024,2524325.0,4211915.0,3035,1066
2023-02-08 10:32:11.024,2524325.0,4211915.0,3035,1230
2023-02-10 10:20:49.024,2524325.0,4211915.0,3035,992
2023-02-13 10:30:39.024,2524325.0,4211915.0,3035,1130
2023-02-15 10:21:21.024,2524325.0,4211915.0,3035,1025
2023-02-18 10:31:01.024,2524325.0,4211915.0,3035,1401
2023-02-20 10:19:49.024,2524325.0,4211915.0,3035,9120
2023-02-23 10:29:29.025,2524325.0,4211915.0,3035,1688
2023-02-25 10:20:21.024,2524325.0,4211915.0,3035,1233
2023-03-05 10:28:29.025,2524325.0,4211915.0,3035,1083
2023-03-07 10:19:01.024,2524325.0,4211915.0,3035,945
2023-03-10 10:28:41.024,2524325.0,4211915.0,3035,1528
2023-03-12 10:17:29.025,2524325.0,4211915.0,3035,1071
2023-03-15 10:27:19.024,2524325.0,4211915.0,3035,1076
2023-03-20 10:27:31.024,2524325.0,4211915.0,3035,1097
2023-03-22 10:16:49.024,2524325.0,4211915.0,3035,1207
2023-03-25 10:26:49.025,2524325.0,4211915.0,3035,2166
2023-03-27 10:16:31.024,2524325.0,4211915.0,3035,1072
2023-04-01 10:15:59.024,2524325.0,4211915.0,3035,6024
2023-04-04 10:25:59.024,2524325.0,4211915.0,3035,1082
2023-04-06 10:20:21.025,2524325.0,4211915.0,3035,1472
2023-04-09 10:26:01.024,2524325.0,4211915.0,3035,1162
2023-04-16 10:16:01.024,2524325.0,4211915.0,3035,9376
2023-04-19 10:26:01.024,2524325.0,4211915.0,3035,1071
2023-04-24 10:25:59.024,2524325.0,4211915.0,3035,1058
2023-04-26 10:16:01.024,2524325.0,4211915.0,3035,1076
2023-04-29 10:26:01.024,2524325.0,4211915.0,3035,2664
